FDC_ID,Item,Category,Calorias_kcal,Proteinas_g,Carbohidratos_g,GrasaTotal_g,Colesterol_mg,Fibra_g,Agua_g,Alcohol_g,VitaminaC_mg
173083,"Beef, New Zealand, imported, intermuscular fat, raw",Beef Products,602.0,6.97,0.01,63.78,104.0,0.0,29.04,0.0,0.0
173084,"Beef, New Zealand, imported, variety meats and by-products, kidney, cooked, boiled",Beef Products,157.0,27.28,0.0,5.27,1002.0,0.0,66.44,0.0,0.0
173085,"Beef, New Zealand, imported, knuckle, cooked, fast fried",Beef Products,178.0,27.51,0.0,7.58,76.0,0.0,64.7,0.0,0.0
173086,"Beef, New Zealand, imported, manufacturing beef, raw",Beef Products,119.0,21.23,0.23,3.68,49.0,0.0,73.84,0.0,0.0
173087,"Beef, New Zealand, imported, oyster blade, separable lean only, cooked, braised",Beef Products,196.0,29.87,0.0,8.46,87.0,0.0,62.38,0.0,0.0
173088,"Beef, New Zealand, imported, oyster blade, separable lean only, raw",Beef Products,155.0,21.83,0.0,7.56,56.0,0.0,71.68,0.0,0.0
173089,"Beef, New Zealand, imported, ribs prepared, cooked, fast roasted",Beef Products,197.0,27.23,0.09,9.74,69.0,0.0,61.82,0.0,0.0
173090,"Beef, New Zealand, imported, subcutaneous fat, cooked",Beef Products,731.0,6.5,0.0,78.3,63.0,0.0,15.41,0.0,0.0
173091,"Beef, New Zealand, imported, subcutaneous fat, raw",Beef Products,685.0,8.5,0.0,72.38,64.0,0.0,19.91,0.0,0.0
173092,"Beef, New Zealand, imported, sweetbread, cooked, boiled",Beef Products,318.0,12.53,0.0,29.79,249.0,0.0,56.26,0.0,0.0
173093,"Beef, New Zealand, imported, sweetbread, raw",Beef Products,303.0,11.51,0.0,28.6,217.0,0.0,57.67,0.0,0.0
173094,"Beef, New Zealand, imported, tenderloin, separable lean only, cooked, fast fried",Beef Products,200.0,29.37,0.27,9.01,81.0,0.0,59.69,0.0,0.0
173095,"Beef, New Zealand, imported, variety meats and by-products, tripe cooked, boiled",Beef Products,103.0,19.0,0.0,2.98,199.0,0.0,77.71,0.0,0.0
173096,"Beef, New Zealand, imported, variety meats and by-products, tripe uncooked, raw",Beef Products,77.0,14.86,0.0,1.98,117.0,0.0,82.19,0.0,0.0
173097,"Beef, New Zealand, imported, bolar blade, separable lean and fat, cooked, fast roasted",Beef Products,228.0,31.3,0.0,11.37,92.0,0.0,57.82,0.0,0.0
173098,"Beef, New Zealand, imported, bolar blade, separable lean and fat, raw",Beef Products,159.0,21.29,0.0,8.22,57.0,0.0,70.23,0.0,0.0
173099,"Beef, New Zealand, imported, chuck eye roll, separable lean and fat, cooked, braised",Beef Products,252.0,29.92,0.0,14.74,95.0,0.0,55.95,0.0,0.0
173100,"Beef, New Zealand, imported, chuck eye roll, separable lean and fat, raw",Beef Products,181.0,19.38,0.0,11.45,61.0,0.0,68.67,0.0,0.0
173101,"Beef, New Zealand, imported, cube roll, separable lean and fat, cooked, fast roasted",Beef Products,286.0,27.79,0.03,19.45,91.0,0.0,52.86,0.0,0.0
173102,"Beef, New Zealand, imported, cube roll, separable lean and fat, raw",Beef Products,225.0,18.22,1.26,16.31,60.0,0.0,63.38,0.0,0.0
173103,"Beef, New Zealand, imported, flat, separable lean and fat, raw",Beef Products,177.0,20.57,0.0,10.55,58.0,0.0,68.68,0.0,0.0
173104,"Beef, New Zealand, imported, hind shin, separable lean and fat, cooked, braised",Beef Products,196.0,29.82,0.07,8.5,88.0,0.0,61.87,0.0,0.0
173105,"Beef, New Zealand, imported, hind shin, separable lean and fat, raw",Beef Products,147.0,20.61,0.0,7.2,57.0,0.0,71.41,0.0,0.0
173106,"Beef, New Zealand, imported, oyster blade, separable lean and fat, cooked, braised",Beef Products,197.0,29.79,0.0,8.68,87.0,0.0,62.23,0.0,0.0
173107,"Beef, New Zealand, imported, striploin, separable lean and fat, raw",Beef Products,252.0,18.49,0.6,19.53,57.0,0.0,60.78,0.0,0.0
173108,"Beef, New Zealand, imported, tenderloin, separable lean and fat, cooked, fast fried",Beef Products,202.0,29.26,0.27,9.35,81.0,0.0,59.47,0.0,0.0
173109,"Beef, New Zealand, imported, tenderloin, separable lean and fat, raw",Beef Products,146.0,21.04,0.0,6.88,58.0,0.0,71.18,0.0,0.0
173110,"Beef, ground, 93% lean meat / 7% fat, raw",Beef Products,152.0,20.85,0.0,7.0,63.0,0.0,71.72,0.0,0.0
173111,"Beef, ground, 97% lean meat / 3% fat, raw",Beef Products,121.0,21.98,0.0,3.0,60.0,0.0,74.75,0.0,0.0
173112,"Beef, ground, 97% lean meat / 3% fat, patty, cooked, broiled",Beef Products,153.0,26.36,0.0,4.46,88.0,0.0,67.96,0.0,0.0
173113,"Beef, ground, 97% lean meat /3% fat, patty, cooked, pan-broiled",Beef Products,144.0,26.03,0.0,3.65,84.0,0.0,68.68,0.0,0.0
173114,"Beef, ground, 97% lean meat / 3% fat, loaf, cooked, baked",Beef Products,154.0,27.58,0.0,4.06,88.0,0.0,66.43,0.0,0.0
173115,"Beef, round, bottom round, steak, separable lean only, trimmed to 1/8"" fat, choice, cooked, braised",Beef Products,228.0,34.22,0.0,9.02,97.0,0.0,56.44,0.0,0.0
173116,"Beef, short loin, top loin, steak, separable lean only, trimmed to 1/8"" fat, choice, raw",Beef Products,155.0,22.78,0.0,6.43,66.0,0.0,70.3,0.0,0.0
173117,"Beef, tenderloin, steak, separable lean only, trimmed to 1/8"" fat, choice, cooked, broiled",Beef Products,206.0,29.01,0.0,9.1,85.0,0.0,61.68,0.0,0.0
173118,"Beef, top sirloin, steak, separable lean only, trimmed to 1/8"" fat, choice, cooked, broiled",Beef Products,187.0,29.51,0.0,6.72,81.0,0.0,63.27,0.0,0.0
173119,"Beef, short loin, top loin, steak, separable lean only, trimmed to 1/8"" fat, choice, cooked, broiled",Beef Products,201.0,29.16,0.0,8.45,84.0,0.0,61.99,0.0,0.0
173120,"Beef, round, eye of round, roast, separable lean only, trimmed to 1/8"" fat, select, raw",Beef Products,119.0,22.31,0.0,2.62,58.0,0.0,73.97,0.0,0.0
173121,"Beef, round, top round, steak, separable lean only, trimmed to 1/8"" fat, select, raw",Beef Products,129.0,23.13,0.0,3.37,61.0,0.0,72.63,0.0,0.0
173122,"Beef, round, bottom round, roast, separable lean only, trimmed to 1/8"" fat, select, raw",Beef Products,128.0,22.18,0.0,3.66,59.0,0.0,73.17,0.0,0.0
173123,"Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 1/8"" fat, all grades, cooked, broiled",Beef Products,195.0,29.58,0.0,7.63,87.0,0.0,64.27,0.0,0.0
173124,"Beef, bottom sirloin, tri-tip roast, separable lean only, trimmed to 0"" fat, select, raw",Beef Products,129.0,21.34,0.0,4.21,59.0,0.0,73.48,0.0,0.0
173125,"Beef, round, tip round, roast, separable lean only, trimmed to 0"" fat, all grades, raw",Beef Products,126.0,21.07,0.0,3.95,57.0,0.0,74.48,0.0,0.0
173126,"Beef, round, tip round, roast, separable lean only, trimmed to 0"" fat, choice, raw",Beef Products,130.0,20.76,0.0,4.55,58.0,0.0,73.98,0.0,0.0
173127,"Beef, round, tip round, roast, separable lean only, trimmed to 0"" fat, select, raw",Beef Products,122.0,21.38,0.0,3.35,55.0,0.0,74.99,0.0,0.0
173128,"Beef, brisket, flat half, separable lean and fat, trimmed to 1/8"" fat, choice, raw",Beef Products,278.0,18.12,0.12,22.15,91.0,0.0,58.8,0.0,0.0
173129,"Beef, brisket, flat half, separable lean and fat, trimmed to 1/8"" fat, select, raw",Beef Products,276.0,17.77,0.0,22.21,94.0,0.0,59.34,0.0,0.0
173130,"Beef, brisket, flat half, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, braised",Beef Products,298.0,28.66,0.0,19.47,107.0,0.0,51.58,0.0,0.0
173349,"Beef, shoulder pot roast or steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",Beef Products,130.0,21.39,0.0,4.97,66.0,0.0,72.58,0.0,0.0
173350,"Beef, short loin, porterhouse steak, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",Beef Products,214.0,20.49,0.0,14.06,61.0,0.0,64.67,0.0,0.0
173351,"Beef, short loin, t-bone steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, grilled",Beef Products,289.0,24.6,0.0,20.36,83.0,0.0,54.5,0.0,0.0
173352,"Beef, short loin, t-bone steak, separable lean and fat, trimmed to 1/8"" fat, select, raw",Beef Products,215.0,20.28,0.0,14.19,62.0,0.0,65.0,0.0,0.0
173353,"Beef, short loin, t-bone steak, separable lean and fat, trimmed to 1/8"" fat, select, cooked, grilled",Beef Products,281.0,25.18,0.0,19.22,84.0,0.0,55.38,0.0,0.0
173354,"Beef, round, knuckle, tip side, steak, separable lean and fat, trimmed to 0"" fat, choice, raw",Beef Products,133.0,21.41,0.0,4.66,61.0,0.0,73.0,0.0,0.0
173355,"Beef, chuck, shoulder clod, shoulder tender, medallion, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",Beef Products,181.0,26.07,0.0,7.68,76.0,0.0,65.57,0.0,0.0
173356,"Beef, chuck, shoulder clod, shoulder tender, medallion, separable lean and fat, trimmed to 0"" fat, select, raw",Beef Products,142.0,20.93,0.0,5.79,58.0,0.0,72.79,0.0,0.0
173357,"Beef, chuck, shoulder clod, shoulder top and center steaks, separable lean and fat, trimmed to 0"" fat, choice, raw",Beef Products,143.0,20.39,0.0,6.12,57.0,0.0,72.49,0.0,0.0
173358,"Beef, chuck, shoulder clod, shoulder top and center steaks, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",Beef Products,184.0,26.07,0.0,8.11,74.0,0.0,65.02,0.0,0.0
173359,"Beef, chuck, shoulder clod, top blade, steak, separable lean and fat, trimmed to 0"" fat, select, raw",Beef Products,166.0,19.38,0.0,9.22,66.0,0.0,71.19,0.0,0.0
173360,"Beef, chuck, shoulder clod, top blade, steak, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",Beef Products,212.0,25.29,0.0,11.52,83.0,0.0,62.22,0.0,0.0
173361,"Beef, round, knuckle, tip center, steak, separable lean and fat, trimmed to 0"" fat, choice, raw",Beef Products,150.0,20.74,0.0,6.85,58.0,0.0,72.05,0.0,0.0
173362,"Beef, round, knuckle, tip center, steak, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",Beef Products,188.0,26.88,0.0,8.13,75.0,0.0,64.53,0.0,0.0
173363,"Beef, round, knuckle, tip center, steak, separable lean and fat, trimmed to 0"" fat, select, raw",Beef Products,137.0,20.98,0.0,5.21,59.0,0.0,72.72,0.0,0.0
173364,"Beef, round, outside round, bottom round, steak, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",Beef Products,166.0,28.01,0.0,5.17,75.0,0.0,65.76,0.0,0.0
173365,"Beef, chuck, shoulder clod, shoulder tender, medallion, separable lean and fat, trimmed to 0"" fat, all grades, raw",Beef Products,144.0,20.54,0.0,6.22,57.0,0.0,72.8,0.0,0.0
173366,"Beef, chuck, shoulder clod, shoulder tender, medallion, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",Beef Products,177.0,26.22,0.0,7.2,78.0,0.0,65.65,0.0,0.0
173367,"Beef, round, knuckle, tip side, steak, separable lean and fat, trimmed to 0"" fat, all grades, raw",Beef Products,129.0,21.69,0.0,4.0,61.0,0.0,73.25,0.0,0.0
173368,"Beef, chuck, shoulder clod, top blade, steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",Beef Products,222.0,24.93,0.0,12.79,83.0,0.0,62.04,0.0,0.0
173369,"Beef, round, knuckle, tip center, steak, separable lean and fat, trimmed to 0"" fat, all grades, raw",Beef Products,143.0,20.93,0.0,5.89,59.0,0.0,72.45,0.0,0.0
173370,"Beef, round, knuckle, tip center, steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",Beef Products,177.0,27.12,0.0,6.78,77.0,0.0,65.46,0.0,0.0
173371,"Beef, round, outside round, bottom round, steak, separable lean and fat, trimmed to 0"" fat, all grades, raw",Beef Products,142.0,21.59,0.0,5.53,61.0,0.0,72.19,0.0,0.0
173372,"Beef, rib eye roast, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, select, cooked, roasted",Beef Products,202.0,28.72,0.0,9.68,79.0,0.0,61.49,0.0,0.0
173373,"Beef, plate steak, boneless, inside skirt, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",Beef Products,234.0,29.99,0.0,12.69,92.0,0.0,57.0,0.0,0.0
173374,"Beef, plate steak, boneless, inside skirt, separable lean only, trimmed to 0"" fat, all grades, raw",Beef Products,164.0,21.17,0.0,8.82,64.0,0.0,69.5,0.0,0.0
173375,"Beef, plate steak, boneless, inside skirt, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",Beef Products,242.0,29.56,0.0,13.72,93.0,0.0,56.33,0.0,0.0
173376,"Beef, plate steak, boneless, outside skirt, separable lean only, trimmed to 0"" fat, all grades, raw",Beef Products,206.0,18.74,0.19,14.53,69.0,0.0,65.6,0.0,0.0
173377,"Beef, plate steak, boneless, outside skirt, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",Beef Products,291.0,27.03,0.0,20.28,105.0,0.0,51.62,0.0,0.0
173378,"Beef, plate steak, boneless, outside skirt, separable lean only, trimmed to 0"" fat, choice, raw",Beef Products,212.0,18.47,0.17,15.26,70.0,0.0,65.19,0.0,0.0
173379,"Beef, plate steak, boneless, outside skirt, separable lean only, trimmed to 0"" fat, select, cooked, grilled",Beef Products,268.0,28.65,0.0,17.1,99.0,0.0,53.31,0.0,0.0
173380,"Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, choice, raw",Beef Products,162.0,21.44,0.0,8.5,63.0,0.0,69.22,0.0,0.0
173381,"Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, select, cooked, grilled",Beef Products,191.0,29.18,0.0,8.31,77.0,0.0,62.15,0.0,0.0
173382,"Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, select, raw",Beef Products,142.0,22.46,0.0,5.78,70.0,0.0,71.0,0.0,0.0
173383,"Beef, rib, back ribs, bone-in, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",Beef Products,299.0,28.36,0.0,20.57,90.0,0.0,51.12,0.0,0.0
173384,"Beef, rib, back ribs, bone-in, separable lean only, trimmed to 0"" fat, select, raw",Beef Products,221.0,19.71,0.2,15.73,67.0,0.0,63.52,0.0,0.0
173385,"Beef, rib eye steak, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, grilled",Beef Products,313.0,22.71,0.0,24.7,83.0,0.0,52.36,0.0,0.0
173386,"Beef, rib eye steak, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, cooked, grilled",Beef Products,304.0,23.19,0.0,23.47,80.0,0.0,53.01,0.0,0.0
173387,"Beef, rib eye steak, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, grilled",Beef Products,309.0,22.9,0.0,24.2,82.0,0.0,52.62,0.0,0.0
173388,"Beef, rib eye roast, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",Beef Products,307.0,23.53,0.0,23.61,83.0,0.0,52.38,0.0,0.0
173389,"Beef, rib eye steak/roast, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, raw",Beef Products,248.0,18.44,0.0,19.34,68.0,0.0,61.47,0.0,0.0
173390,"Beef, rib eye steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, grilled",Beef Products,303.0,22.92,0.0,23.52,81.0,0.0,53.5,0.0,0.0
173391,"Beef, rib eye steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, cooked, grilled",Beef Products,273.0,24.83,0.0,19.25,79.0,0.0,55.98,0.0,0.0
173392,"Beef, rib eye steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, grilled",Beef Products,291.0,23.69,0.0,21.81,80.0,0.0,54.49,0.0,0.0
173393,"Beef, rib eye steak/roast, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, choice, raw",Beef Products,253.0,18.39,0.0,19.95,68.0,0.0,60.9,0.0,0.0
173394,"Beef, rib eye steak/roast, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, raw",Beef Products,230.0,19.55,0.0,16.9,74.0,0.0,63.08,0.0,0.0
173395,"Beef, plate steak, boneless, inside skirt, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",Beef Products,245.0,29.36,0.0,14.2,92.0,0.0,56.07,0.0,0.0
173396,"Beef, plate steak, boneless, inside skirt, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",Beef Products,253.0,28.9,0.0,15.3,93.0,0.0,55.35,0.0,0.0
173397,"Beef, plate steak, boneless, outside skirt, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",Beef Products,292.0,27.06,0.0,20.47,102.0,0.0,51.41,0.0,0.0
173398,"Beef, plate steak, boneless, outside skirt, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",Beef Products,300.0,26.46,0.0,21.62,104.0,0.0,50.82,0.0,0.0
173399,"Beef, plate steak, boneless, outside skirt, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",Beef Products,281.0,27.95,0.0,18.75,98.0,0.0,52.3,0.0,0.0
173400,"Beef, plate steak, boneless, outside skirt, separable lean and fat, trimmed to 0"" fat, all grades, raw",Beef Products,232.0,17.98,0.35,17.59,71.0,0.0,63.17,0.0,0.0
173401,"Beef, rib eye steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",Beef Products,248.0,26.29,0.0,15.9,77.0,0.0,57.42,0.0,0.0
173402,"Beef, rib eye steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, all grades, raw",Beef Products,228.0,19.26,0.12,16.71,68.0,0.0,63.02,0.0,0.0
173403,"Beef, rib eye steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, choice, raw",Beef Products,241.0,18.69,0.2,18.43,66.0,0.0,61.82,0.0,0.0
173404,"Beef, rib eye steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, select, raw",Beef Products,208.0,20.12,0.0,14.14,61.0,0.0,64.83,0.0,0.0
173405,"Beef, rib, back ribs, bone-in, separable lean and fat, trimmed to 0"" fat, choice, raw",Beef Products,336.0,15.75,0.9,29.89,76.0,0.0,52.74,0.0,0.0
173406,"Beef, rib, back ribs, bone-in, separable lean and fat, trimmed to 0"" fat, select, raw",Beef Products,305.0,16.75,0.6,26.23,73.0,0.0,55.67,0.0,0.0
173407,"Beef, loin, top sirloin petite roast, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, roasted",Beef Products,173.0,28.97,0.0,6.37,88.0,0.0,63.64,0.0,0.0
173408,"Beef, loin, top sirloin petite roast/filet, boneless, separable lean only, trimmed to 0"" fat, choice, raw",Beef Products,132.0,23.03,0.0,4.4,68.0,0.0,72.28,0.0,0.0
173409,"Beef, loin, top sirloin cap steak, boneless, separable lean only, trimmed to 1/8"" fat, select, raw",Beef Products,128.0,21.44,0.0,4.68,67.0,0.0,73.56,0.0,0.0
173965,"Beef, Australian, imported, grass-fed, loin, tenderloin steak/roast, boneless, separable lean only, raw",Beef Products,138.0,20.85,0.0,6.11,49.0,0.0,72.42,0.0,0.0
173966,"Beef, Australian, imported, Wagyu, loin, tenderloin steak/roast, boneless, separable lean only, Aust. marble score 4/5, raw",Beef Products,191.0,20.19,0.0,12.3,59.0,0.0,66.47,0.0,0.0
173967,"Beef, Australian, imported, Wagyu, external fat, Aust. marble score 9, raw",Beef Products,639.0,5.54,0.97,68.07,95.0,0.0,25.17,,0.0
173968,"Beef, Australian, imported, Wagyu, seam fat, Aust. marble score 9, raw",Beef Products,627.0,5.16,0.0,67.33,96.0,0.0,28.13,,0.0
173969,"Beef, Australian, imported, grass-fed, loin, tenderloin steak/roast, boneless, separable lean and fat, raw",Beef Products,151.0,20.53,0.01,7.63,50.0,0.0,71.21,0.0,0.0
173970,"Beef, Australian, imported, grass-fed, loin, top loin steak/roast, boneless, separable lean only, raw",Beef Products,131.0,21.79,0.0,4.87,41.0,0.0,72.95,0.0,0.0
173971,"Beef, Australian, imported, grass-fed, round, bottom round steak/roast, boneless, separable lean only, raw",Beef Products,130.0,21.4,0.0,4.93,54.0,0.0,73.31,0.0,0.0
173972,"Beef, Australian, imported, grass-fed, round, top round cap-off steak/roast, boneless, separable lean only, raw",Beef Products,129.0,22.41,0.0,4.43,48.0,0.0,73.05,0.0,0.0
173973,"Beef, Australian, imported, Wagyu, loin, tenderloin steak/roast, boneless, separable lean only, Aust. marble score 9, raw",Beef Products,237.0,18.87,0.57,17.73,74.0,0.0,61.91,0.0,0.0
173974,"Beef, Australian, imported, Wagyu, loin, top loin steak/roast, boneless, separable lean only, Aust. marble score 4/5, raw",Beef Products,223.0,20.15,0.2,15.69,58.0,0.0,63.07,0.0,0.0
173975,"Beef, Australian, imported, grass-fed, rib, ribeye steak/roast lip-on, boneless, separable lean and fat, raw",Beef Products,217.0,19.8,0.11,15.21,52.0,0.0,64.6,0.0,0.0
173976,"Beef, Australian, imported, grass-fed, round, bottom round steak/roast, boneless, separable lean and fat, raw",Beef Products,140.0,21.13,0.01,6.16,55.0,0.0,72.33,0.0,0.0
173977,"Beef, Australian, imported, grass-fed, round, top round cap-off steak/roast, boneless, separable lean and fat, raw",Beef Products,129.0,22.24,0.0,4.4,47.0,0.0,72.52,0.0,0.0
173978,"Beef, Australian, imported, Wagyu, loin, top loin steak/roast, boneless, separable lean and fat, Aust. marble score 4/5, raw",Beef Products,289.0,17.67,0.12,24.2,63.0,0.0,57.21,0.0,0.0
173979,"Beef, Australian, imported, Wagyu, loin, top loin steak/roast, separable lean and fat, Aust. marble score 9, raw",Beef Products,392.0,14.58,0.14,36.98,68.0,0.0,47.68,0.0,0.0
173980,"Beef, round, top round steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw",Beef Products,127.0,23.49,0.0,3.66,62.0,0.0,72.35,0.0,0.0
173981,"Beef, round, top round steak, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",Beef Products,120.0,23.49,0.0,2.85,63.0,0.0,73.08,0.0,0.0
173982,"Beef, round, top round roast, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",Beef Products,125.0,23.45,0.0,3.5,62.0,0.0,72.51,0.0,0.0
173983,"Beef, round, top round roast, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw",Beef Products,128.0,23.46,0.0,3.81,62.0,0.0,72.24,0.0,0.0
173984,"Beef, round, eye of round steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",Beef Products,124.0,23.26,0.0,3.48,60.0,0.0,73.07,0.0,0.0
173985,"Beef, round, eye of round steak, boneless separable lean and fat, trimmed to 0"" fat, choice, raw",Beef Products,127.0,23.24,0.0,3.83,58.0,0.0,72.81,0.0,0.0
173986,"Beef, round, eye of round steak, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",Beef Products,120.0,23.3,0.0,2.95,62.0,0.0,73.46,0.0,0.0
173987,"Beef, loin, tenderloin roast, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",Beef Products,149.0,21.67,0.0,6.93,61.0,0.0,71.5,0.0,0.0
173988,"Beef, loin, tenderloin steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",Beef Products,147.0,21.72,0.0,6.67,61.0,0.0,71.7,0.0,0.0
173989,"Beef, loin, tenderloin steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw",Beef Products,150.0,21.57,0.0,7.1,60.0,0.0,71.3,0.0,0.0
173990,"Beef, loin, tenderloin steak, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",Beef Products,142.0,21.95,0.0,6.02,62.0,0.0,72.31,0.0,0.0
173991,"Beef, loin, tenderloin roast, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, roasted",Beef Products,183.0,27.31,0.0,8.14,84.0,0.0,64.35,0.0,0.0
173992,"Beef, round, top round roast, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, roasted",Beef Products,157.0,30.97,0.0,3.72,78.0,0.0,65.14,0.0,0.0
173993,"Beef, round, eye of round steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",Beef Products,159.0,29.66,0.0,4.47,78.0,0.0,65.06,0.0,0.0
173994,"Beef, round, eye of round steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",Beef Products,163.0,29.79,0.0,4.83,76.0,0.0,64.5,0.0,0.0
173995,"Beef, round, eye of round steak, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",Beef Products,154.0,29.47,0.0,3.98,81.0,0.0,65.92,0.0,0.0
173996,"Beef, round, top round roast, boneless, separable lean only, trimmed to 0"" fat, choice, raw",Beef Products,124.0,23.59,0.0,3.26,61.0,0.0,72.66,0.0,0.0
173997,"Beef, round, top round roast, boneless, separable lean only, trimmed to 0"" fat, select, raw",Beef Products,116.0,23.59,0.0,2.45,63.0,0.0,73.4,0.0,0.0
173998,"Beef, round, eye of round roast, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",Beef Products,121.0,23.37,0.0,3.04,60.0,0.0,73.43,0.0,0.0
173999,"Beef, round, eye of round roast, boneless, separable lean only, trimmed to 0"" fat, choice, raw",Beef Products,124.0,23.35,0.0,3.38,58.0,0.0,73.18,0.0,0.0
174000,"Beef, loin, tenderloin roast, boneless, separable lean only, trimmed to 0"" fat, choice, raw",Beef Products,143.0,21.78,0.0,6.16,60.0,0.0,72.04,0.0,0.0
174001,"Beef, loin, tenderloin roast, boneless, separable lean only, trimmed to 0"" fat, select, raw",Beef Products,135.0,22.16,0.0,5.1,62.0,0.0,73.04,0.0,0.0
174002,"Beef, loin, top loin steak, boneless, lip off, separable lean only, trimmed to 0"" fat, all grades, raw",Beef Products,143.0,23.07,0.0,5.67,60.0,0.0,70.63,0.0,0.0
174003,"Beef, loin, top loin steak, boneless, lip off, separable lean only, trimmed to 0"" fat, choice, raw",Beef Products,149.0,22.93,0.0,6.34,58.0,0.0,69.94,0.0,0.0
174004,"Beef, loin, tenderloin roast, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, roasted",Beef Products,177.0,27.51,0.0,7.49,84.0,0.0,64.79,0.0,0.0
174005,"Beef, loin, tenderloin roast, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, roasted",Beef Products,183.0,27.48,0.0,8.13,82.0,0.0,64.17,0.0,0.0
174006,"Beef, loin, tenderloin roast, separable lean only, boneless, trimmed to 0"" fat, select, cooked, roasted",Beef Products,169.0,27.55,0.0,6.54,85.0,0.0,65.71,0.0,0.0
174007,"Beef, round, top round roast, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, roasted",Beef Products,162.0,30.09,0.0,3.77,77.0,0.0,64.96,0.0,0.0
174008,"Beef, round, eye of round steak, boneless, separable lean only, trimmed to 0"" fat, select, cooked, grilled",Beef Products,149.0,29.52,0.0,3.43,81.0,0.0,66.2,0.0,0.0
174009,"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, select, raw",Beef Products,135.0,23.3,0.0,4.66,62.0,0.0,71.68,0.0,0.0
174010,"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw",Beef Products,149.0,22.93,0.0,6.34,58.0,0.0,69.94,0.0,0.0
174011,"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, raw",Beef Products,143.0,23.07,0.0,5.67,60.0,0.0,70.63,0.0,0.0
